-5.000000,-5.000000
3.400451,-3.400391
1.659293,1.664307
4.527062,-4.525597
3.234316,-3.234272
0.313607,0.313587
5.000000,5.000000
3.415512,-3.415322
4.062838,-4.062834
1.352283,1.352242
1.660490,-1.660058
0.925257,-0.925875
2.591072,2.591008
1.407423,-1.407115
0.867031,-0.867000
4.463871,-4.466996
1.668512,-1.667858
-3.927601,-3.927602
-3.087990,-3.088012
3.903042,3.903311
5.000000,5.000000
-0.203649,-0.203679
-5.000000,5.000000
5.000000,-5.000000
-3.105200,3.105315
0.266902,0.266892
3.046076,3.046047
2.404244,-2.404071
-3.184067,3.183815
-1.412248,-1.410730
