-0.627442,-0.153011
-1.133527,1.802128
0.345702,1.260295
-0.479537,0.375405
-0.826290,-0.290806
2.538889,2.473581
0.700519,1.320810
0.958365,-2.708781
-2.138010,2.337426
3.376417,-2.068213
-0.697194,-0.558942
-3.112083,1.259696
0.276914,0.562550
-1.692859,0.997529
2.534726,0.898650
0.566300,-0.816765
-0.012760,-0.561517
0.249684,-0.622790
-1.554340,-0.990469
-2.427212,-0.458369
0.722714,-3.061326
-1.016617,-2.281480
0.008074,-0.602537
-1.948847,3.308739
1.203604,-1.093982
-2.197504,-1.175365
-0.536000,-2.689624
3.550200,-1.671375
1.024769,-1.888770
3.573944,0.044469
