3.937670,3.937717
-5.000000,5.000000
0.017106,0.018889
0.113265,-0.113169
4.624824,-4.624236
-2.642879,-2.642911
-0.066827,-0.066845
5.000000,-5.000000
-2.555170,2.555219
-1.908532,-1.908410
1.818169,-1.818189
-1.886471,1.890084
-0.435850,-0.436187
-3.973121,3.972640
-2.394623,2.393783
4.735854,-4.734705
-1.825896,1.825815
-3.651682,-3.651661
-1.396573,-1.396549
-3.490531,-3.490558
-2.180648,-2.216782
-5.000000,-5.000000
-1.872255,1.872224
1.285280,-1.285321
-3.390740,3.390919
3.893690,3.893645
0.942656,0.942737
-3.844181,3.844345
5.000000,-5.000000
-1.214595,-1.214606
